OBJECTID,DISTRICTID,STFIPS,CDFIPS,State,CongressParty,CongressionalDistrictCode,CD,Trump,2018MedianAge,2018TotalHouseholds,2018MedianHouseholdIncome,2018AverageHouseholdIncome,2018MedianNetWorth,2018AverageNetWorth,Govtshouldfocusslightlymoreonenvironissues:Percentage,Govtshouldfocussomewhatmoreonenvironissues:Percentage,Govtshouldfocusmoreonenvironmentalissues:Percentage,Amnotinterestedinhowtohelptheenvironment:Percentage,Amslightlyinterestedinhowtohelptheenviron:Percentage,Amsomewhatinterestedinhowtohelptheenviron:Percentage,Aminterestedinhowtohelptheenvironment:Percentage,Globalwarmingisnotaseriousthreat:Percentage,Globalwarmingisaminorproblem:Percentage,Globalwarmingisaproblem:Percentage,Globalwarmingisaseriousthreat:Percentage,Amnotmoreenvironconsciousthanmostpeople:Percentage,Amslightlymoreenvironconsciousthanmost:Percentage,Amsomewhatmoreenvironconsciousthanmost:Percentage,Ammoreenvironconsciousthanmostpeople:Percentage,Company`senvironrecordnotimportantwhenbuying:Percentage,Company`senvrecslightlyimportantwhenbuying:Percentage,Company`senvrecsomewhatimportantwhenbuying:Percentage,Company`senvironrecordimportantwhenbuying:Percentage,Rarelypaymoreforenvironsafeproduct:Percentage,Occasionallypaymoreforenvironsafeproduct:Percentage,Frequentlypaymoreforenvironsafeproduct:Percentage,Usuallypaymoreforenvironsafeproduct:Percentage,Rarelyvaluegreenproductsoverconvenience:Percentage,Occasionallyvaluegreenproductsoverconvenience:Percentage,Frequentlyvaluegreenproductsoverconvenience:Percentage,Usuallyvaluegreenproductsoverconvenience:Percentage,Rarelybuynaturalproductsforenvironconcern:Percentage,Occasionallybuynaturalprodsforenvironconcern:Percentage,Frequentlybuynaturalprodsforenvironconcern:Percentage,Usuallybuynaturalproductsforenvironconcern:Percentage,HHisbetternowfinanciallythanlast12months:Percentage,HHisaboutthesamefinanciallythanlast12mo:Percentage,HHisworsenowfinanciallythanlast12months:Percentage,HHwillbebetterfinanciallyinnext12months:Percentage,HHwillbeaboutthesamefinanciallynext12mo:Percentage,HHwillbeworsefinanciallyinnext12months:Percentage,2018Education:<9thGrade:Percentage,2018Education:HighSchool/NoDiploma:Percentage,2018Education:HighSchoolDiploma:Percentage,2018Education:GED:Percentage,2018Education:SomeCollege/NoDegree:Percentage,2018Education:Associate'sDegree:Percentage,2018Education:Bachelor'sDegree:Percentage,2018Education:Grad/ProfessionalDegree:Percentage,2018EmployedCivilianPop16+:Percentage,2018Industry:Agriculture:Percentage,2018Industry:Mining:Percentage,2018Industry:Construction:Percentage,2018Industry:Manufacturing:Percentage,2018Industry:WholesaleTrade:Percentage,2018Industry:RetailTrade:Percentage,2018Industry:Transportation:Percentage,2018Industry:Utilities:Percentage,2018Industry:Information:Percentage,2018Industry:Finance/Insurance:Percentage,2018Industry:RealEstate:Percentage,2018Industry:Professional/TechSvcs:Percentage,2018Industry:Management:Percentage,2018Industry:Admin/WasteMgmt:Percentage,2018Industry:EducationalServices:Percentage,2018Industry:HealthCare:Percentage,2018Industry:Arts/Entertainment/Rec:Percentage,2018Industry:Accommodation/FoodSvcs:Percentage,2018Industry:OtherServices:Percentage,2018Industry:PublicAdministration:Percentage,2018UnemployedPopulation16+:Percentage,2018Occupation:Management:Percentage,2018Occupation:Business/Financial:Percentage,2018Occupation:Computer/Mathmatical:Percentage,2018Occupation:Architecture/Engineer:Percentage,2018Occupation:Life/SocialSciences:Percentage,2018Occupation:SocialService:Percentage,2018Occupation:Legal:Percentage,2018Occupation:Education/Library:Percentage,2018Occupation:Arts/Entertainment/Rec:Percentage,2018Occupation:HealthPractices:Percentage,2018Occupation:HealthSupport:Percentage,2018Occupation:ProtectiveService:Percentage,2018Occupation:FoodPreperation:Percentage,2018Occupation:BuildingMaintenance:Percentage,2018Occupation:PersonalCare:Percentage,2018Occupation:Sales:Percentage,2018Occupation:Office/Admin:Percentage,2018Occupation:Farm/Fish/Forestry:Percentage,2018Occupation:Construction/Extraction:Percentage,2018Occupation:Maintenance/Repair:Percentage,2018Occupation:Production:Percentage,2018Occupation:Transportation/Moving:Percentage,2018GenerationAlphaPopulation:Percentage,2018GenerationZPopulation:Percentage,2018MillennialPopulation:Percentage,2018GenerationXPopulation:Percentage,2018BabyBoomerPopulation:Percentage,2018Silent&GreatestGenerationsPopulation:Percentage,Education-DidnotFinishHighSchool(%),Education-HighSchoolDegreeorGED(%),Education-CollegeDegree(%),2018Industry-BlueCollar,CongressionalDistrictCode
93,1206,12,6,FL,Republican,FL-06,FL-06,1,47.9,317472,48851,67751,115765,860966,17.22760739,43.97369975,31.54659632,7.862356786,25.94054884,48.49482263,17.70069688,12.92995787,20.97657388,33.76069924,32.43434781,14.68782236,38.87570377,35.9124375,10.51726446,15.50092523,35.35288791,38.16024253,10.99003898,15.39021221,28.94539155,43.1089413,12.55876216,16.96964447,34.40875625,37.97236112,10.6405764,15.88141265,31.57037679,40.5652191,11.99228316,25.67045947,55.68754675,18.65254538,37.89046813,51.99905508,10.11409898,3.025265842,7.47814034,27.66580166,5.103192883,22.93275527,10.12509597,15.18885982,8.480888213,95.86229346,1.073101714,0.033013677,7.992454017,6.052193051,2.072001258,14.43295079,3.542839176,0.987894985,1.432164754,3.660116334,3.082534193,5.214903317,0.04213174,6.283288791,8.15846565,14.16947021,2.935387518,9.386260022,5.037258293,4.411256092,4.137706539,8.396164125,3.765131269,1.763873605,1.260493633,0.360006288,1.590001572,0.772205628,5.298852382,1.351045433,5.943719541,3.170570665,2.561861343,7.605093539,5.1397579,3.268354032,12.8445213,14.16318189,0.76811822,5.336582298,4.462191479,4.31850338,5.85945606,1.801458243,17.83679239,19.7894893,18.2348026,28.68302613,13.65430119,10.50340618,32.76899454,33.794844,15.15076246,FL-06
94,1207,12,7,FL,Democrat,FL-07,FL-07,0,37,302030,56677,82508,72608,634856,16.55299646,44.04050988,32.78330237,7.567800369,24.49957253,48.70843431,19.22419279,11.19646197,19.87327004,33.93296779,35.01915573,12.99777588,38.69634948,36.16753553,12.13882122,14.20304435,35.21489133,39.02980709,11.54550772,15.00173559,28.66996214,41.96423406,14.36197908,16.60747459,33.2875867,38.78521794,11.31248915,14.64867228,30.26879094,41.75082119,13.33059068,31.2580753,52.44332024,16.29426549,44.50879685,47.07971485,8.403935282,2.749485611,4.879425025,18.98003811,3.529950433,19.52149983,12.38978404,24.78450774,13.16530921,95.59120756,0.308219943,0.042684243,6.579081246,4.675165463,2.425556943,11.66967359,3.449234289,0.640759978,2.459555439,5.972567929,2.94471646,10.57402862,0.107206937,6.05818458,9.287793547,11.82849868,3.924965071,8.582510876,5.187624547,3.281723451,4.408792439,11.18749054,6.383031524,4.011326214,2.330013723,0.560354776,1.442082197,1.536880923,6.182018518,2.734521378,5.496588983,1.700421135,1.822517924,6.781583238,3.2397837,3.72841902,12.68987664,14.5384518,0.166766346,3.865653826,2.862822272,2.457818289,4.282073362,2.001424752,20.39817517,28.97234236,20.06621059,21.1927283,7.369118829,7.628910636,22.50998854,50.33960099,11.6051509,FL-07
95,1208,12,8,FL,Republican,FL-08,FL-08,1,48.3,317731,52627,75063,147220,1029439,17.16972759,44.36765789,31.17123259,7.752047671,25.80741117,48.95711065,17.49372112,13.2436978,20.69989034,33.59595836,32.55692799,14.36826889,38.98502394,36.06265054,10.59836701,15.43173947,35.28667398,38.47097565,10.83424716,15.26339146,28.62028601,43.02280336,13.09400154,16.99961089,33.71269251,38.68659615,10.59306091,15.731132,31.79461865,40.45433058,12.03069175,26.73919405,54.98515901,18.28674151,38.26821841,51.44695671,10.33868981,2.958413998,6.405400926,23.9961422,4.653167878,21.86764981,11.3669463,17.57875175,11.17352714,94.42788561,0.709270736,0.030566637,7.21154296,8.975050762,1.864252942,12.92469691,3.43219665,0.746387367,1.334015364,3.087854129,2.573523678,7.954811282,0.022769025,6.338834288,7.698737723,13.37165599,2.818680582,8.382120389,5.071566478,5.451154202,5.572114393,8.989086463,4.441519474,3.142125504,4.146145953,0.71582073,1.446300969,0.729544526,5.154844968,1.685531688,6.016636984,2.7849949,2.270976355,6.872814719,4.86882858,3.563508426,11.77844803,13.16455143,0.426373393,4.846371459,3.777474884,4.303657704,4.874754765,1.764242236,17.95730476,19.20014307,18.60786742,28.43691423,14.03352829,9.363814924,28.64931007,40.11922519,16.9264311,FL-08
96,1209,12,9,FL,Democrat,FL-09,FL-09,0,37.8,299097,50655,67737,84915,522095,16.31087524,43.82026411,32.86394064,8.073666049,24.80368727,48.02208823,19.09888187,12.28021509,19.55750378,34.22121153,33.96347486,14.17841292,38.12475613,36.18190021,11.51203482,15.11928132,33.74765278,39.17841292,11.9657794,16.16257377,28.4103241,42.00147539,13.42181632,17.4992684,32.40272765,38.45580525,11.6330537,15.97936887,30.51184583,41.16043994,12.35291787,28.76255914,52.9427096,18.29808443,42.8228491,48.31869117,8.859069404,6.051751986,8.569020174,26.45553539,4.713736806,21.16691058,9.692766754,15.67039525,7.679883057,95.19541934,0.926316667,0.054182752,7.06251335,4.094184211,2.132143397,13.07966428,5.782185336,0.594186816,1.280849002,2.860224129,2.706532669,5.419056699,0.05470374,6.521467311,7.654616214,11.50054964,7.520722298,12.75951715,4.627154937,3.368968913,4.804828635,7.965906545,3.825354402,2.041491484,1.146694592,0.392043471,1.244119348,0.594186816,5.134336756,1.735932021,4.97699838,2.238424949,2.232173093,8.78984907,6.325575822,4.076991607,11.91707955,14.66320731,0.675981932,4.919168712,3.849059356,3.669839484,7.585585304,2.462300661,22.66521007,25.19609784,19.99373053,21.54636818,8.136174866,14.62077216,31.16927219,33.04304506,12.13719698,FL-09
97,1210,12,10,FL,Democrat,FL-10,FL-10,0,35.3,293297,52475,74588,55607,454875,16.197593,44.06855447,33.07796941,7.768073286,24.28179877,48.42114181,19.52788791,11.30514865,19.29694646,34.46220609,34.95154466,13.14734598,38.01214639,36.74808712,12.09304807,14.53017065,34.28743111,39.27479365,11.89834811,15.56046446,28.51750338,41.92701183,13.99141186,16.90547874,32.38232106,38.95944562,11.74177232,14.99487756,30.56271582,41.40660913,13.03360104,31.34998768,51.92903571,16.7179957,46.34047233,45.80626335,7.847930077,5.470882682,7.818105181,23.50659664,3.496683135,19.25192798,10.28761842,20.5569656,9.611220357,95.21097276,0.44113837,0.011903734,6.263931453,4.203885285,2.389149397,12.402757,4.698240348,0.494588469,1.712970635,3.508800594,2.679273732,5.893515266,0.080291852,8.086603165,6.252027719,10.61556308,8.756946762,14.61265017,4.396445685,2.499550692,4.789027239,9.288646872,4.696373096,2.616720778,1.303575555,0.400058818,1.041693411,0.855434988,4.384541951,2.626290446,4.780166045,2.214094488,1.912299825,9.648559765,6.195543335,4.389910302,12.57641147,14.20418871,0.365981463,4.113790359,2.771702724,3.033818274,6.579963915,2.543964528,22.94977419,28.38561962,20.963686,19.49941187,5.657664809,13.28898786,27.00327978,40.45580438,10.92085884,FL-10
98,1211,12,11,FL,Republican,FL-11,FL-11,1,55.7,335131,45653,62076,170378,1207786,17.86837171,40.74702476,32.97218978,8.899814014,23.67290698,49.22652026,17.2947019,15.64364484,19.55901305,33.16844922,30.76015405,15.06831309,38.89124749,34.45403163,10.69425076,16.03057356,34.08372225,38.14428317,10.88295595,15.53939617,26.1019008,44.16305699,13.3045466,16.65954049,32.96252034,37.80222669,11.66905129,16.46403648,30.21564364,40.92847786,11.52295208,22.68194035,56.73559669,19.71100458,34.29493911,52.61006921,12.20615853,3.44867809,8.656122064,29.29213561,6.060095488,22.33823842,9.247939655,13.26381002,7.692980651,94.02469263,0.934564791,0.092868702,8.511005137,5.166948146,1.911841347,15.0984134,4.098762142,1.597184942,1.514112516,3.161846245,2.431827711,4.043119291,0.016849596,5.803706127,7.01844443,15.66150338,3.205341714,9.357011587,5.440068339,4.934972316,5.975307368,7.91617522,2.898130479,1.144596962,0.968655833,0.266850575,1.438877112,0.557995917,4.764908953,1.093656323,6.089757405,3.74100212,2.893820117,8.817040819,5.512168935,3.540374375,12.64856054,14.69128014,0.465127214,5.66499085,4.477290272,4.04272744,6.366012406,1.568871017,15.31374859,15.57934638,15.36382031,33.47390124,18.70031247,12.10480015,35.3522311,30.20473033,14.70538678,FL-11
99,1212,12,12,FL,Republican,FL-12,FL-12,1,47.7,317137,51959,73291,138661,897763,17.48705612,43.17614822,32.13187618,8.186901595,24.99004317,49.36292237,17.45376049,13.30040942,20.60808335,34.16705166,31.97447866,14.03418776,39.36148859,35.6994472,10.90200889,15.03210081,35.69466792,38.59696357,10.68837521,14.98908732,28.13337369,43.14221535,13.73277469,16.52196078,34.01395549,38.27181342,11.18064074,15.67156808,30.7882621,40.98962897,12.55850632,27.02760829,54.60499275,18.37711682,38.89327874,50.78220834,10.32244189,3.18625108,6.661892736,25.99109755,4.531178576,21.01966292,10.88178091,18.13479518,9.593341062,95.59569112,0.544310979,0.022755476,7.156748819,5.163975958,2.500068266,13.23701193,3.437593866,0.941166476,2.047082596,6.073284768,2.591393576,8.59610851,0.077065211,5.32478132,7.802094111,15.47372349,2.735511589,7.605790207,4.789875937,3.879960314,4.404308885,10.92475219,5.152749923,3.204274389,1.439056285,0.491214869,1.327402751,0.936008568,5.465561863,1.614425151,7.402507957,2.611721801,2.332284559,6.292344148,3.3244233,3.407860045,13.20576108,14.73553586,0.302192718,4.457645992,3.630863707,3.369024033,4.371781996,1.797886544,18.26206911,18.73920857,19.46327031,27.87272279,13.86497319,9.848143816,30.52227612,38.60991715,12.88779123,FL-12
100,1213,12,13,FL,Democrat,FL-13,FL-13,0,47.7,329431,47545,69401,83465,755206,16.70811798,42.92105468,32.89550383,7.902466353,25.33938263,47.79304136,18.45733105,12.28027565,19.6994132,33.22047565,34.39876164,13.87647508,38.52672962,35.63760541,11.45481159,14.87826915,34.70268397,38.47783002,11.43926735,14.9976036,27.67441936,42.81402609,14.01540175,16.16147878,32.63060402,39.0553958,11.64247594,15.32030855,30.08701538,40.79780826,13.29858547,27.15546834,54.21475667,18.13284499,39.59555823,49.90236272,9.997862667,3.1316401,7.095802213,24.39754969,4.787445724,21.36237981,10.01886766,18.75413063,10.45218417,95.64483017,0.371932973,0.021293872,5.902945368,6.873945953,2.141311816,12.61165087,3.155751901,0.771973857,1.583412357,6.361757341,3.080229633,8.545656902,0.063313781,5.822028653,6.852084244,15.88182185,2.488827815,8.778185989,5.082989319,3.608885507,4.354898276,8.89828343,5.263561358,3.139568558,1.649565321,0.474711397,1.554736609,1.569216442,4.837967826,1.84177801,6.865428404,3.279824198,1.912757585,7.166097884,4.180129126,3.209696378,12.03075403,15.1317097,0.178300692,4.105742532,3.67191537,4.451555021,4.586132295,1.752305415,16.52973322,20.64478442,19.57800463,28.15737543,13.33779688,10.22744231,29.18499542,39.22518246,13.17011817,FL-13
101,1214,12,14,FL,Democrat,FL-14,FL-14,0,36.9,308710,51843,78660,47542,535699,16.29363614,43.43462499,33.56367178,7.803903329,24.37076927,48.12328725,19.72132505,11.00616955,18.62370617,34.4728172,36.06633358,13.04242841,38.04781684,36.44263228,12.4948344,14.32657605,34.41220751,38.97624716,12.27913519,15.32469132,28.1480173,41.74371174,14.7860105,16.56054568,32.06139406,39.42190668,11.94237866,14.74906128,29.63198247,42.14610178,13.47496123,30.86038217,52.41863473,16.72001076,44.75361511,47.0101108,8.299152599,4.724567182,7.000296703,21.73508785,3.965990676,17.9554341,9.042443622,22.03557032,13.54060954,94.95123167,0.309675542,0.014028926,6.377445644,4.920515745,2.406480324,11.15351541,3.86003289,0.673128632,1.935991728,7.447281116,3.002449866,10.13953585,0.071183808,6.250146135,8.177045041,13.52284507,2.954128011,8.642077944,4.578885428,3.563347094,5.048768334,10.30372624,6.316913429,3.636869056,1.497457907,0.799908552,1.489664059,1.866626485,5.25149447,1.814927296,6.07452477,2.512216856,1.747900208,6.739859555,4.487177822,3.467742564,12.6317485,14.54435868,0.229658707,4.012792302,2.742914743,2.842675992,4.988841808,2.293705287,21.46744717,27.78605789,20.71555588,20.82155559,6.915678193,11.72486389,25.70107852,44.61862349,11.62166586,FL-14
102,1215,12,15,FL,Republican,FL-15,FL-15,1,38.5,289340,53883,71811,95300,632546,17.06551518,44.61116972,31.44074519,8.178480009,25.05148147,48.81850225,17.9500642,12.47021108,20.73374388,34.40107297,32.45941592,14.28069056,39.24515649,35.41778094,11.05473638,15.11355365,35.40813072,38.28062514,11.2667141,15.96767994,28.25437327,42.12402987,13.65031854,17.22760617,33.56919126,37.8880738,11.30629636,15.74539774,30.55423342,41.38407059,12.32022375,29.0219747,53.20967966,17.77014484,42.12435699,48.98092037,8.903227917,4.572633824,8.048450327,26.2584326,5.00502762,20.49694732,9.822653731,17.27093777,8.524916808,95.16728919,1.809499805,0.0961115,7.741268949,5.628754788,2.700262299,12.85096624,4.754057041,0.979118599,1.868496201,5.717941829,2.064873878,5.833441817,0.085309343,6.133963367,8.26669695,12.4490706,4.415589452,7.99692,4.949603782,3.657776584,4.832710815,9.090153695,4.71638798,2.900794651,1.334204892,0.497730162,1.395140137,0.785233728,5.557848321,1.588194073,5.344021006,2.603596841,2.206963791,6.270236733,3.314600362,3.548924077,10.90463911,16.08081121,1.262744468,4.9019635,4.006492373,4.224197386,7.464844518,2.412593519,22.17709604,24.84412984,20.00594034,22.41738658,8.142853683,12.62108415,31.26346022,35.61850831,15.27563504,FL-15
103,1216,12,16,FL,Republican,FL-16,FL-16,1,46.9,343507,56283,81103,166160,1148392,17.2903511,43.14495972,32.10183656,7.768872592,25.29152,48.68002,18.2527639,13.57346185,20.11024433,32.86829571,33.50881643,13.74938996,39.10825512,35.84394316,11.29010486,15.01381763,35.28856808,38.83605607,10.90368604,14.96412461,27.61744981,43.8170763,13.60654108,16.33580018,34.08896385,38.30100321,11.26904095,15.17194525,30.59828908,41.52200066,12.72052203,27.43306647,55.01002019,17.56195681,39.45150778,50.35860557,10.19952858,4.27131269,6.129592076,24.1183085,3.874502769,20.4132868,9.027669449,19.4657853,12.69954242,95.6550724,1.689023154,0.049146326,7.99780091,5.608789695,2.389566541,13.06459271,3.013197316,0.663891889,1.388036618,5.231168211,3.333620252,7.277265798,0.047480348,6.390132973,7.158148433,14.38848921,3.002090801,8.015848996,5.322241628,3.968912867,4.344927598,10.31184315,4.912966578,2.399007078,1.141194339,0.521728507,1.520481801,0.901293631,5.037914863,1.816192742,6.629756018,3.019028236,2.149110507,7.027646891,4.781076721,3.504382908,12.67530939,13.26395464,1.32500715,5.189796445,3.652654873,3.576852914,4.642800619,2.05272129,19.22684864,19.03842998,18.16868561,26.5386426,14.97467188,10.40090477,27.99281127,41.19299717,15.34476009,FL-16
104,1217,12,17,FL,Republican,FL-17,FL-17,1,52,317227,47660,66339,158637,1138353,17.94129301,41.61123962,32.97777541,8.647089317,24.50280098,48.80717652,18.03009113,14.54613509,20.2868477,33.36601271,31.9524468,14.93421578,39.14963659,35.29545344,10.61082773,15.75829996,35.10673785,38.18585588,11.12169102,15.65164825,27.08828288,44.1005627,13.15934957,16.9939564,34.02471626,37.53623574,11.42802105,16.33399997,30.95687418,40.99826632,11.72526769,23.47387033,57.00385418,19.53715348,36.01868049,52.91914046,11.09271808,5.540120102,8.392376773,30.1909543,5.432449323,20.62167138,8.428719907,13.49858703,7.895121189,94.2330511,5.187931105,0.254437804,9.018241519,4.280498178,1.672232107,14.53044153,3.200344698,1.00586507,1.063067146,3.183629806,2.688126112,5.154129878,0.028229596,6.004732172,6.829704964,14.57055727,2.80735901,8.10672273,5.102499434,5.311249865,5.7669489,8.163181921,3.310662987,1.242845098,0.891832361,0.494017926,1.409251136,0.671567225,4.869976711,1.373592699,6.08236356,3.520527745,3.039510291,7.339694898,5.289334784,3.225602758,11.91586095,14.17125707,3.400551963,6.321200798,4.441332585,3.531671006,5.294163531,1.781093231,16.87367255,17.33129194,16.21486742,29.98736074,17.81171412,13.93249688,35.62340362,29.82242813,18.74110861,FL-17
105,1218,12,18,FL,Republican,FL-18,FL-18,1,47.6,315063,57260,86678,166134,1236553,17.4250392,43.4006132,31.74041636,7.770967989,25.24269833,48.88467128,18.09241978,13.67397152,20.17519537,32.38692138,33.82255453,13.71922846,38.91029564,36.16810724,11.19312604,15.13350799,34.98314019,38.75874861,11.15089685,15.02992695,28.01643911,43.42435716,13.52975485,16.77247868,33.73809615,38.47589271,11.00508663,15.16776941,31.0411647,41.44022259,12.36024528,27.49885264,55.07515203,17.42695147,39.35155085,50.43488099,10.21834882,4.454872953,6.338284937,23.20577794,4.07944663,20.79411739,10.35545127,19.27601336,11.49603552,95.02152958,0.865832836,0.034562416,8.281686646,5.060292215,2.075812808,12.88055583,3.191558499,2.031502018,1.278218588,4.02903243,3.116820967,8.004596506,0.0280635,6.069396605,7.426783805,14.43704618,3.621963972,7.99809759,5.368990718,4.199481268,4.978470417,10.32589109,4.749525875,1.383973673,1.806994015,0.674410223,1.220319156,1.48588849,5.288049675,1.770954573,7.102133417,2.825846779,2.554664745,6.967428615,4.862370686,3.640869909,12.29151773,13.33754778,0.594059991,5.223060517,4.004809198,3.251821173,4.637862684,1.795220238,18.20504109,19.46453071,18.77487554,27.37831728,14.3821458,10.79315789,27.28522457,41.12750015,14.24237411,FL-18
106,1219,12,19,FL,Republican,FL-19,FL-19,1,50.5,347088,56325,86701,169577,1394783,17.18226127,42.99011692,32.15037487,7.725674457,25.4153848,48.38592274,18.46707597,13.97341834,20.48706792,31.73190764,33.86108433,14.0973096,38.62525272,36.0863733,11.17680352,15.14147223,34.92366724,38.81822004,11.13699194,15.04253748,27.84879325,44.0684462,13.0485419,16.33611668,34.37254427,37.9285501,11.35640127,15.34290693,30.98603475,41.35383134,12.33639001,25.89980852,56.38998115,17.71615236,38.22238332,51.36956286,10.42097773,5.183346628,6.530676966,24.18528341,3.439761697,19.82081979,8.44366923,19.73797685,12.65846543,94.58543122,0.783753369,0.054580634,9.489364442,3.159850731,1.855434913,14.37341126,3.586070286,0.636876271,1.337532158,3.442566148,4.48082472,6.225871834,0.06408625,6.977428762,6.013681954,13.85244218,4.093854159,10.6426103,5.598501179,3.330645186,5.414278754,9.986109535,4.148434793,1.274059174,0.978771813,0.42345986,1.312694903,1.181762709,4.377182842,1.791348663,5.953888564,2.703581164,2.406760639,8.73842078,6.30069023,3.443486047,14.30717858,13.39279965,0.578309411,5.808851262,3.58760345,2.347273881,4.957638682,1.806639235,16.8761563,18.61386629,16.66936856,29.31757572,16.71651765,11.71402359,27.6250451,40.84011151,13.48754918,FL-19
107,1220,12,20,FL,Democrat,FL-20,FL-20,0,36.5,259933,44499,61316,46402,384790,14.89925898,42.96322649,34.12873332,8.024920605,24.2299082,46.43128612,20.25736251,10.5395415,17.77831769,34.49681551,36.25236451,13.59179494,37.87237735,35.26525866,12.21907919,14.16170626,33.12809121,39.4774656,12.22168231,15.83621124,27.61102338,40.76254273,14.74203009,16.57914374,30.97704042,38.82893983,12.55800635,15.03809243,30.49407355,40.10429863,13.3139545,29.25637332,52.00978776,17.68477865,45.9248911,45.17762005,7.848428579,8.285495978,9.510792107,27.25996865,4.054166403,19.43371128,9.650939064,14.3375483,7.467378223,92.87956175,0.946250898,0.032197034,7.244047823,3.829737523,2.391698294,13.4563659,5.007066252,0.627129848,1.718409865,3.765628384,2.793448901,5.229881127,0.068668012,7.931012867,6.870220307,16.32190196,2.411928289,9.075859632,5.964999259,4.313832758,7.120702887,6.784741455,3.920914966,1.801324352,0.909210061,0.338781186,1.673675933,0.755917986,4.117516326,1.289021096,5.602853854,5.341288565,3.197478944,7.303883019,6.596972909,3.653651087,11.75077786,14.92289808,0.714888137,5.53532556,3.780444718,3.283812585,6.724621329,2.657348227,23.35795685,26.07702978,20.13698903,20.19353683,7.577006551,17.79628809,31.31413505,31.45586559,12.05223328,FL-20
108,1221,12,21,FL,Democrat,FL-21,FL-21,0,47.3,316285,56414,85454,162605,1264299,17.14317661,42.80522966,32.71857454,7.793848685,24.56356971,48.47702641,19.15405442,14.08237427,18.76270875,31.98508094,35.19283758,13.45318627,38.55777141,36.13270612,11.85234288,14.98071225,34.01560591,39.37560399,11.64341221,15.14970969,27.04821538,43.65181417,14.15521248,16.86987357,32.38680925,39.33678889,11.40301416,14.85052991,30.45531871,42.03547668,12.67384932,28.34301049,54.76347547,16.89319458,39.94728813,49.57167616,10.47991758,6.081673885,5.932943944,21.9164316,2.864842759,19.32143494,8.933583605,21.75004981,13.19903946,94.08333065,1.043706827,0.037346516,7.946255228,3.685331372,2.445769153,12.84435056,3.082940625,0.806228601,1.638115113,4.453073105,3.92252451,7.868141141,0.046184241,8.020378084,7.252351263,13.26257451,3.818752512,8.514720514,6.051560999,3.259124951,5.916669349,10.13116895,4.774937352,2.205725135,1.181689374,0.379737092,1.248685032,1.482742204,4.823972472,2.089694357,5.909302133,2.901339628,2.438071779,7.30851358,6.497438485,4.128643067,13.23634643,13.13000864,0.680504834,5.484236064,3.090067822,2.632216644,4.244673845,1.853711476,18.24631598,19.71351613,18.26213732,24.78471214,17.13960695,12.01461783,24.78127436,43.88267287,12.71263994,FL-21
109,1222,12,22,FL,Democrat,FL-22,FL-22,0,45.5,328026,59883,92399,110432,946804,16.81744073,43.15474114,33.41268532,7.209717632,24.71341297,48.62923537,19.44652384,11.79447571,19.07445236,32.59082922,36.54579366,12.53941166,38.24406367,37.04157177,12.17511149,13.92333995,34.82627148,39.39707291,11.84871631,14.52046235,27.81718063,43.22547595,14.44179762,16.20176234,33.10199136,39.2985834,11.39401514,14.52204833,30.025344,41.59286562,13.86751337,29.85548528,53.55371088,16.59016945,41.57875037,48.84588057,9.573148683,3.835620748,5.143929716,21.01455987,2.861991405,19.04353282,9.262149395,24.59414634,14.2440697,95.11191019,0.219604406,0.016814258,6.889769798,4.674618622,3.194963875,13.01347179,4.001029236,0.350806575,1.788680437,5.350500861,4.091214805,10.15606689,0.079740347,6.584056007,6.577177446,11.46834334,3.134585401,8.772457226,6.20726376,3.428580163,4.888089809,12.28205154,6.048037827,2.488000734,1.349216863,0.459080209,1.290876481,1.933639726,4.766842282,2.176172667,5.153824989,2.090827567,2.30813912,7.042881454,4.417819038,3.753146304,13.97315833,13.14390967,0.128145031,4.425971406,3.440553953,2.742507465,4.584687815,1.76137252,17.54146241,21.91309809,20.47349204,26.258325,12.05211855,8.979550463,23.87655128,48.10036544,11.80080708,FL-22
110,1223,12,23,FL,Democrat,FL-23,FL-23,0,42.2,300977,62905,90717,124250,821783,17.29397354,43.81234689,32.36991671,7.15907235,24.9877511,48.8281888,19.02760085,11.5951331,19.62991997,33.68544831,35.10730034,12.61179161,38.78082639,36.6503348,11.95900702,13.86264903,35.25347052,39.48864935,11.38918831,14.54434101,28.03788992,43.17197452,14.2488976,16.47280745,33.10926017,39.39392455,11.02351788,14.39310795,30.40911318,41.64020905,13.5618161,30.72415483,53.01322881,16.26147313,42.67989548,48.27878491,9.034950188,3.592787242,4.513591881,20.13773106,2.829648423,19.19517941,10.48314607,23.97825299,15.26966292,95.44567515,0.236171343,0.01263362,5.485053654,4.595801513,4.023679013,12.71457817,5.13595322,0.491164201,2.116260242,5.593083996,3.66916417,9.862731853,0.05543323,5.002397809,8.615097434,12.26002568,3.034647058,7.422122758,5.224388559,4.449354654,4.554324849,13.45893042,5.872570606,2.683483991,1.419348518,0.572380329,1.258463236,2.052576485,5.953271076,2.164474261,6.421488498,1.783660862,2.838181378,5.007812218,3.158662796,3.648795681,14.29506979,14.66582786,0.12839883,3.029748307,3.307172286,2.163442945,4.116239616,1.928724907,20.08610519,22.53256115,21.70607699,23.74060025,10.00593152,8.106379123,22.96737949,49.73106198,10.32966013,FL-23
